text,department
"I am experiencing dizziness Furthermore, i have nausea Also, i feel a sharp pain in my chest On top of that, i have trouble catching my breath I also experience i feel my heart pounding On top of that, my heartbeat is irregular On top of that, i have been diagnosed with high blood pressure Furthermore, i feel like I might faint Also, my heart rate is elevated Additionally, i have a slow heartbeat Plus, i have debilitating fatigue Additionally, my legs are swollen I also experience my chest feels tight I also experience my ankles feel swollen and painful Also, i sweat a lot Additionally, i have back pain",CARDIOLOGY
"Patient with chief complaint of status post fall, assessed for head injury unspecified",NEUROLOGY
"I have lower back pain Plus, i feel numbness in my body On top of that, i have trouble walking I also experience i have painful joints Plus, my neck is very painful Plus, my knee hurts Plus, i have a frozen shoulder I also experience my hip is stiff and painful Plus, i have bone pain Plus, i have muscle pain Plus, i have joint swelling Additionally, i have joint stiffness On top of that, i have difficulty moving Plus, i have a bone fracture Also, my muscles are getting weaker Furthermore, i have persistent tingling Furthermore, my heel feels painful I also experience i have a sprain from sports",ORTHOPEDICS
"Morning joint stiffness lasting over an hour, swollen painful finger joints.",RHEUMATOLOGY
"my infant is feverish I also experience my baby is coughing I also experience my baby has a cold I also experience my baby has a sore throat Also, my child is struggling to breathe On top of that, my child has been throwing up Also, my child is crying from stomach pain I also experience my child has a rash on their body On top of that, my child is having convulsions On top of that, my child refuses to eat Furthermore, my baby cries excessively Plus, my child is lethargic Additionally, my baby refuses to eat Also, my child is not gaining weight properly On top of that, my infant has growth issues Plus, my baby has developmental delays Plus, my infant cries from ear pain Also, my baby's skin is turning yellow On top of that, my baby is dehydrated Furthermore, my infant has wheezing",PEDIATRICS
"I am running a fever Also, i have a wet cough Additionally, i feel weak and tired Furthermore, i feel drained and weak Additionally, my head hurts Additionally, i feel dizzy Furthermore, my whole body aches Furthermore, i feel pain in my belly Furthermore, i feel queasy Also, i have been vomiting",GENERAL MEDICINE
"I feel unsteady and dizzy Plus, i feel like I might throw up Additionally, i have pressure in my chest On top of that, i experience breathing difficulty I also experience i feel my heart pounding Plus, my heartbeat is irregular Also, my blood pressure is elevated On top of that, i feel like I might faint Furthermore, i have tachycardia Furthermore, i have a slow pulse rate I also experience i have debilitating fatigue Also, i have leg edema Plus, my chest feels tight Additionally, i have swollen ankles Additionally, i am drenched in sweat Also, i have back pain",CARDIOLOGY
"Emergency presentation: right foot infection, vitals show elevated temperature 100.0F, heart rate 119 bpm, severe pain score 7 out of 10",DERMATOLOGY
"Patient with chief complaint of abdominal pain abdominal distention, assessed for asymptomatic hiv infection",GENERAL MEDICINE
"I feel lightheaded Plus, i have an upset stomach with nausea I also experience i feel a sharp pain in my chest Furthermore, i have trouble catching my breath Furthermore, i have irregular heartbeats I also experience i have an uneven heartbeat I also experience my blood pressure is elevated Plus, i have episodes of fainting Also, my heart beats very fast Plus, i have bradycardia Additionally, i can barely stay awake I also experience my legs are swollen Additionally, i have pressure and tightness in my chest Additionally, my ankles are puffy Also, i have night sweats Plus, my back hurts",CARDIOLOGY
"Emergency presentation: abnormal labs weakness, vitals show low oxygen saturation 91%, severe pain score 7 out of 10",HEMATOLOGY
"Patient with chief complaint of hypotension, assessed for unspecified viral hepatitis c without hepatic coma",NEUROLOGY
"Patient with chief complaint of nausea and vomiting hyperglycemia, assessed for diab ketoacidosis iddm",NEPHROLOGY
"I have migraine-like headaches On top of that, the room feels like it is spinning On top of that, i have had seizures Also, i have numbness Plus, i have pins and needles feeling I also experience my muscles feel weak Plus, my body shakes involuntarily Furthermore, my memory is getting worse I also experience i cannot think clearly On top of that, i feel like I might fall Furthermore, i have difficulty walking Plus, i cannot speak clearly Furthermore, i have facial paralysis Also, i had a loss of consciousness Additionally, i have nerve pain I also experience i have rigid muscles Plus, i have trouble with fine motor tasks I also experience i have insomnia",NEUROLOGY
"Patient with chief complaint of eye evaluation, assessed for long term use antigoagulant",GENERAL MEDICINE
"I have lower back pain Furthermore, i have numbness Also, i walk with difficulty I also experience i have painful joints Also, i have a stiff neck I also experience my knee is swollen and painful Furthermore, i feel pain in my shoulder On top of that, my hip hurts I also experience i have bone pain Additionally, my muscles ache Furthermore, my joints feel puffy and inflamed Furthermore, i have joint stiffness Furthermore, i have restricted movement Also, i have a broken bone Additionally, my muscle strength is declining I also experience i feel tingling throughout my body Additionally, i have heel pain On top of that, i have a sprain from sports",ORTHOPEDICS
"Patient with chief complaint of left leg pain weakness, assessed for urinary tract infection site not specified",UROLOGY
"Patient with chief complaint of suicidal ideation, assessed for unspecified superficial injury of unspecified part of head init encntr",ORTHOPEDICS
"I was diagnosed with PCOS Additionally, i have inconsistent menstrual cycles Additionally, i am experiencing issues during pregnancy On top of that, i have menstrual problems On top of that, my period pain is mild On top of that, i have menorrhagia On top of that, i have very light periods Furthermore, i have a delayed period I also experience my period did not come this month Also, i have vaginal itching Furthermore, i feel dry in the vaginal area Also, my acne is hormone-related I also experience i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of clogged foley, assessed for form of external stoma cause abn react compl without misadvnt",GENERAL MEDICINE
"I have cysts on my ovaries Also, i have inconsistent menstrual cycles I also experience i am having pregnancy complications Additionally, i have issues with my periods On top of that, i have mild menstrual cramps I also experience i have heavy periods I also experience my periods are barely there On top of that, my period is late Also, my period did not come this month Additionally, my vaginal area is very itchy Additionally, i feel dry in the vaginal area Additionally, my acne is hormone-related Furthermore, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
